order_id,delivery_date,load_weight,distance_km,estimated_time_hours,actual_time_hours,region,weather_condition,delivery_status,carrier
ORD3268,2023-10-28,111.08,422.8,28.9,,North,Sunny,Delivered,Carrier_24
ORD1451,2023-03-06,136.74,83.3,4.7,57.5,West,,Cancelled,Carrier_32
ORD2396,2023-11-06,499.52,439.8,17.9,32.3,North,Rainy,Delayed,Carrier_19
ORD9926,2023-05-27,554.72,356.6,37.7,1.6,North,Snowy,Cancelled,Carrier_13
ORD9295,2023-03-28,755.38,249.4,30.7,24.7,West,Snowy,Cancelled,Carrier_31
ORD1295,2023-06-21,579.52,414.1,27.3,38.9,North,Sunny,Delayed,Carrier_40
ORD9690,2023-11-16,888.43,462.1,8.5,26.9,Central,Rainy,Delivered,Carrier_15
ORD9073,2023-08-19,334.95,385.6,30.4,50.9,East,,Delivered,Carrier_23
ORD4362,2023-02-12,85.58,,43.4,15.0,West,,Delivered,Carrier_21
ORD1485,2023-06-06,119.71,350.7,24.5,30.1,East,,Delayed,Carrier_3
ORD5785,2023-12-01,287.64,,21.3,5.4,West,Rainy,Delivered,Carrier_12
ORD4657,2023-11-01,,280.2,42.0,14.3,East,Sunny,Cancelled,Carrier_31
ORD7547,2023-12-24,697.29,88.3,8.2,25.3,North,,Delayed,Carrier_19
ORD9592,2023-01-21,212.21,94.4,14.8,5.4,West,,Cancelled,Carrier_14
ORD7008,2023-01-19,760.51,339.9,25.6,39.6,North,,Delivered,Carrier_11
ORD4002,2023-09-11,379.43,406.0,39.4,35.7,North,,Delivered,Carrier_48
ORD4087,2023-08-11,649.0,44.2,17.2,,Central,Snowy,Delayed,Carrier_6
ORD6819,2023-05-21,472.57,22.7,36.4,46.4,East,Snowy,Delayed,Carrier_4
ORD2445,2023-12-15,112.64,308.4,37.4,2.1,Central,,Cancelled,Carrier_45
ORD2600,2023-01-25,106.11,256.9,9.7,37.0,West,,Delayed,Carrier_50
ORD4002,2023-10-13,351.18,178.3,5.6,45.3,West,Rainy,Cancelled,Carrier_32
ORD9485,2023-12-04,,,19.2,50.0,North,Sunny,Delivered,Carrier_29
ORD2007,2023-11-14,160.65,372.8,28.6,27.0,West,Sunny,Cancelled,Carrier_37
ORD4129,2023-10-14,775.01,134.2,46.0,,North,Rainy,Cancelled,Carrier_20
ORD1723,2023-04-15,927.77,392.0,44.0,9.4,Central,Snowy,Cancelled,Carrier_50
ORD3661,2023-04-22,757.17,488.2,9.0,45.2,South,Snowy,Cancelled,Carrier_8
ORD1745,2023-06-01,441.81,134.9,3.6,44.2,East,Snowy,Delivered,Carrier_37
ORD9623,2023-04-01,52.88,91.3,41.1,1.6,East,Snowy,Delivered,Carrier_37
ORD3860,2023-10-11,509.03,411.4,11.9,54.6,Central,,Delivered,Carrier_41
ORD5227,2023-03-10,798.35,358.6,3.5,16.4,North,,Cancelled,Carrier_16
ORD6397,2023-06-05,724.88,330.6,21.8,42.6,East,Rainy,Cancelled,Carrier_36
ORD5456,2023-11-03,73.92,403.5,38.5,39.0,South,Rainy,Cancelled,Carrier_29
ORD2558,2023-05-29,924.4,214.7,28.3,12.1,Central,Sunny,Cancelled,Carrier_14
ORD7492,2023-02-20,543.24,307.8,3.0,59.2,East,Snowy,Delayed,Carrier_13
ORD5181,2023-05-18,411.53,229.1,40.7,49.3,East,Snowy,Delivered,Carrier_35
ORD1171,2023-05-03,264.93,14.9,18.4,28.7,South,Rainy,Delivered,Carrier_26
ORD3275,2023-10-06,326.87,164.6,36.9,28.8,East,Sunny,Cancelled,Carrier_27
ORD8862,2023-11-15,322.38,275.9,1.4,,East,,Delivered,Carrier_40
ORD6480,2023-02-10,765.64,,23.7,44.9,East,Snowy,Cancelled,Carrier_48
ORD6577,2023-02-14,894.91,222.8,37.1,34.4,West,,Delivered,Carrier_15
ORD4087,2023-08-15,416.34,,28.9,,South,Sunny,Cancelled,Carrier_18
ORD8758,2023-02-08,135.94,366.4,7.1,1.3,West,,Cancelled,Carrier_29
ORD4612,2023-01-24,980.42,37.4,34.0,28.7,West,Snowy,Cancelled,Carrier_17
ORD8186,2023-07-25,,458.2,28.1,26.8,North,Rainy,Delayed,Carrier_10
ORD6727,2023-04-27,652.6,232.0,24.9,17.1,South,,Delivered,Carrier_11
ORD1133,2023-09-21,405.93,492.0,48.0,52.3,North,Snowy,Delayed,Carrier_19
ORD3471,2023-05-15,383.37,456.6,40.1,17.5,East,,Delayed,Carrier_12
ORD1273,2023-10-03,,107.6,6.6,10.9,North,Snowy,Delayed,Carrier_17
ORD1081,2023-03-18,292.66,150.0,39.9,59.7,South,,Cancelled,Carrier_42
ORD4351,2023-04-15,106.64,,2.1,56.6,North,,Delayed,Carrier_14
ORD5336,2023-02-14,614.93,85.3,22.8,45.1,East,,Delivered,Carrier_30
ORD2297,2023-02-26,915.56,313.9,40.5,27.2,North,Sunny,Delayed,Carrier_10
ORD7977,2023-10-12,705.38,276.6,26.6,,Central,Sunny,Delivered,Carrier_40
ORD4296,2023-01-23,325.57,78.0,6.4,7.0,East,Snowy,Cancelled,Carrier_5
ORD8623,2023-06-05,,195.7,16.1,44.8,Central,Snowy,Delivered,Carrier_3
ORD3937,2023-08-20,210.02,125.6,11.2,48.0,West,,Delivered,Carrier_31
ORD5404,2023-03-25,939.92,294.4,4.4,32.2,West,Sunny,Delivered,Carrier_17
ORD6519,2023-11-26,417.47,370.1,17.3,38.7,North,,Delivered,Carrier_36
ORD2231,2023-09-16,549.04,344.6,30.0,16.0,West,,Cancelled,Carrier_43
ORD2254,2023-08-20,169.42,211.7,23.3,19.8,North,Sunny,Delayed,Carrier_4
ORD4311,2023-02-11,589.72,443.1,32.4,26.3,Central,Rainy,Delayed,Carrier_13
ORD6354,2023-11-04,893.62,360.4,29.2,,North,Snowy,Cancelled,Carrier_1
ORD3862,2023-05-22,676.92,343.0,20.6,21.9,North,Rainy,Cancelled,Carrier_1
ORD3129,2023-11-03,306.04,480.1,8.2,46.8,South,,Cancelled,Carrier_28
ORD7853,2023-12-13,428.41,437.0,16.1,55.5,Central,,Cancelled,Carrier_20
ORD1266,2023-03-02,716.91,39.1,4.3,23.9,East,,Delivered,Carrier_26
ORD6916,2023-08-22,229.96,21.3,43.9,46.4,South,Sunny,Cancelled,Carrier_33
ORD5421,2023-05-08,328.41,,39.8,,West,Snowy,Cancelled,Carrier_13
ORD4801,2023-07-02,,389.8,27.1,34.5,Central,Rainy,Delayed,Carrier_49
ORD3841,2023-07-20,237.95,107.2,15.8,11.7,West,Sunny,Delayed,Carrier_7
ORD5360,2023-05-20,294.42,64.7,3.5,22.9,West,Sunny,Delivered,Carrier_21
ORD2844,2023-09-02,821.41,216.9,35.7,10.6,South,Rainy,Delayed,Carrier_20
ORD3116,2023-01-29,887.66,153.8,38.3,10.7,East,,Delivered,Carrier_34
ORD4027,2023-03-28,638.96,368.8,42.2,37.2,East,Sunny,Delayed,Carrier_28
ORD7481,2023-03-02,435.31,50.8,42.3,7.5,South,,Delayed,Carrier_41
ORD7849,2023-03-25,956.17,490.0,11.7,47.8,East,Sunny,Delivered,Carrier_33
ORD6285,2023-01-21,302.71,253.0,29.8,42.2,West,,Delayed,Carrier_50
ORD5749,2023-09-05,171.55,379.7,18.1,31.0,North,Sunny,Delivered,Carrier_43
ORD2574,2023-10-14,915.97,476.7,25.4,6.2,East,Rainy,Delayed,Carrier_42
ORD9533,2023-11-11,762.91,,4.5,55.9,East,Rainy,Delivered,Carrier_47
ORD9812,2023-12-20,546.58,156.6,47.1,57.7,East,Rainy,Cancelled,Carrier_42
ORD1959,2023-03-07,674.34,254.9,1.4,27.6,East,,Delayed,Carrier_45
ORD4277,2023-01-13,,473.0,24.7,20.5,West,,Delivered,Carrier_25
ORD4748,2023-08-21,966.26,33.0,16.5,34.2,South,Rainy,Delayed,Carrier_19
ORD5283,2023-12-09,993.84,165.0,11.3,59.2,East,Snowy,Cancelled,Carrier_37
ORD2595,2023-01-20,164.03,379.3,40.5,49.2,North,Snowy,Delivered,Carrier_22
ORD4620,2023-09-27,146.92,499.7,27.9,2.0,East,,Cancelled,Carrier_31
ORD1839,2023-03-20,425.38,80.2,8.3,,West,,Cancelled,Carrier_45
ORD9825,2023-10-14,314.09,18.5,25.3,43.4,Central,Sunny,Cancelled,Carrier_29
ORD8134,2023-10-03,498.76,378.2,10.7,,Central,,Cancelled,Carrier_21
ORD5684,2023-01-29,163.66,108.0,44.3,32.1,West,,Delivered,Carrier_8
ORD2605,2023-04-25,906.53,372.8,27.2,16.2,West,Rainy,Delayed,Carrier_39
ORD4052,2023-11-23,740.27,311.3,31.1,59.6,West,Rainy,Cancelled,Carrier_31
ORD7805,2023-05-08,359.26,419.5,13.2,44.1,Central,Rainy,Cancelled,Carrier_48
ORD4571,2023-10-27,740.11,,17.5,32.9,East,,Cancelled,Carrier_12
ORD6567,2023-10-20,994.73,181.2,45.2,52.2,West,Sunny,Cancelled,Carrier_41
ORD4706,2023-11-27,357.04,426.2,23.5,5.2,West,Snowy,Delivered,Carrier_17
ORD1153,2023-01-11,88.71,442.6,24.5,,South,Snowy,Delayed,Carrier_44
ORD9891,2023-03-19,,275.3,13.8,3.1,South,Sunny,Delayed,Carrier_45
ORD7375,2023-10-24,748.65,448.3,32.5,10.3,North,,Delivered,Carrier_35
ORD9700,2023-01-27,811.32,225.6,13.2,,West,,Delivered,Carrier_20
ORD8758,2023-02-06,54.49,,9.6,19.1,East,,Delivered,Carrier_4
ORD2477,2023-11-28,943.0,57.1,11.1,19.6,Central,,Delivered,Carrier_14
ORD7339,2023-04-19,329.28,154.9,13.3,33.8,West,Sunny,Cancelled,Carrier_45
ORD3466,2023-11-11,688.17,55.8,32.9,,Central,Sunny,Delivered,Carrier_44
ORD4389,2023-06-13,684.99,35.3,24.4,53.5,West,Rainy,Cancelled,Carrier_34
ORD7657,2023-08-18,788.24,336.2,12.8,51.3,Central,Snowy,Cancelled,Carrier_33
ORD7737,2023-10-27,702.29,437.5,11.4,14.2,Central,Rainy,Delivered,Carrier_13
ORD2055,2023-04-09,,362.2,17.1,17.6,West,Sunny,Delivered,Carrier_29
ORD7948,2023-02-28,508.94,151.1,15.5,17.4,South,Sunny,Delivered,Carrier_2
ORD7977,2023-11-19,81.32,493.0,15.2,31.2,West,Snowy,Delivered,Carrier_32
ORD7875,2023-10-26,,342.1,1.8,33.6,South,Sunny,Cancelled,Carrier_41
ORD2609,2023-01-04,447.82,,12.7,24.1,East,Snowy,Delivered,Carrier_24
ORD8779,2023-07-01,507.41,362.4,23.3,,South,Sunny,Delivered,Carrier_48
ORD3685,2023-08-06,572.83,437.3,14.1,39.9,West,,Delayed,Carrier_15
ORD3273,2023-04-11,448.73,204.4,2.3,22.2,West,Rainy,Cancelled,Carrier_50
ORD4678,2023-08-23,645.79,108.5,15.4,54.2,West,Rainy,Delayed,Carrier_47
ORD6357,2023-11-17,404.45,289.5,9.6,21.6,West,Rainy,Cancelled,Carrier_47
ORD4194,2023-10-04,762.34,34.3,35.4,26.5,North,Snowy,Delayed,Carrier_19
ORD3360,2023-11-03,455.36,295.2,32.2,,Central,,Delivered,Carrier_19
ORD3176,2023-05-28,479.86,234.0,43.4,19.3,North,Snowy,Delayed,Carrier_18
ORD1043,2023-05-26,524.47,433.7,43.3,40.0,Central,Rainy,Delayed,Carrier_16
ORD8834,2023-07-09,96.5,217.3,12.2,2.9,West,,Delivered,Carrier_19
ORD3164,2023-04-18,637.67,,5.1,12.8,South,,Delayed,Carrier_15
ORD1858,2023-12-25,326.34,287.7,18.3,56.8,West,Sunny,Delayed,Carrier_14
ORD1991,2023-06-02,664.34,397.5,12.2,11.5,North,Sunny,Delivered,Carrier_20
ORD2872,2023-08-17,414.78,320.6,45.0,5.1,East,Sunny,Delayed,Carrier_12
ORD2043,2023-06-10,725.06,77.4,41.3,17.3,West,Sunny,Cancelled,Carrier_6
ORD7194,2023-03-02,223.02,336.4,31.0,46.6,South,Snowy,Delivered,Carrier_49
ORD3072,2023-04-24,363.42,,10.5,14.4,North,Sunny,Cancelled,Carrier_28
ORD2483,2023-07-04,65.77,,24.6,7.8,North,Sunny,Cancelled,Carrier_36
ORD6796,2023-02-13,599.39,483.5,32.1,15.4,Central,Rainy,Delayed,Carrier_34
ORD7017,2023-10-07,776.51,,10.9,11.2,South,Sunny,Delayed,Carrier_33
ORD2698,2023-02-21,550.61,485.2,45.3,,Central,Snowy,Delayed,Carrier_39
ORD2106,2023-03-30,401.72,443.4,20.5,42.9,West,Rainy,Delivered,Carrier_4
ORD2281,2023-08-23,372.67,,42.2,,Central,,Delayed,Carrier_2
ORD8399,2023-06-02,755.18,96.1,25.3,44.9,Central,Rainy,Delayed,Carrier_33
ORD4707,2023-02-07,888.61,183.3,11.0,35.4,South,,Delivered,Carrier_3
ORD4301,2023-12-04,179.14,417.5,8.2,57.0,South,Snowy,Delivered,Carrier_45
ORD9247,2023-01-24,141.49,40.1,33.7,18.5,South,,Cancelled,Carrier_26
ORD7218,2023-05-03,538.31,65.7,28.4,40.7,West,,Cancelled,Carrier_48
ORD6234,2023-05-24,263.87,77.9,31.8,21.4,West,Rainy,Cancelled,Carrier_46
ORD8812,2023-05-17,550.1,118.9,44.8,2.0,East,Rainy,Delayed,Carrier_49
ORD2952,2023-11-22,,476.8,47.8,12.4,North,Sunny,Delivered,Carrier_2
ORD2781,2023-10-23,813.33,167.8,6.9,,East,Sunny,Cancelled,Carrier_16
ORD9429,2023-07-14,334.38,76.5,38.7,49.2,East,Snowy,Delayed,Carrier_36
ORD8276,2023-10-03,443.02,344.1,22.6,57.0,East,Sunny,Delivered,Carrier_3
ORD4379,2023-08-07,348.19,135.6,5.2,53.0,South,Snowy,Delivered,Carrier_47
ORD6533,2023-12-21,207.51,27.7,9.5,28.9,West,Sunny,Delivered,Carrier_44
ORD1154,2023-09-06,183.64,337.1,34.0,,West,,Cancelled,Carrier_30
ORD1414,2023-04-26,887.04,300.3,16.7,18.0,West,Snowy,Delivered,Carrier_26
ORD2277,2023-06-23,477.26,285.3,2.9,45.7,West,,Delayed,Carrier_33
ORD2471,2023-11-26,506.73,,8.0,18.0,South,Sunny,Delivered,Carrier_22
ORD4443,2023-07-15,554.9,261.9,46.5,7.1,West,Snowy,Delayed,Carrier_44
ORD6914,2023-04-02,147.73,99.1,31.2,17.7,Central,,Delayed,Carrier_20
ORD9424,2023-03-23,437.34,168.9,3.7,11.0,North,Snowy,Delayed,Carrier_43
ORD6788,2023-05-19,497.52,260.5,23.9,23.1,Central,Rainy,Delivered,Carrier_25
ORD8718,2023-07-16,329.88,11.7,3.6,6.3,East,Sunny,Delivered,Carrier_1
ORD6536,2023-02-15,945.17,,40.9,32.2,East,Rainy,Delayed,Carrier_42
ORD2301,2023-07-04,251.15,490.9,11.9,30.5,South,Sunny,Cancelled,Carrier_18
ORD6740,2023-10-26,365.58,15.7,45.5,14.3,North,,Delayed,Carrier_10
ORD2796,2023-07-25,774.21,250.4,38.0,54.6,Central,Rainy,Delivered,Carrier_50
ORD3321,2023-05-10,630.0,17.7,44.3,37.7,South,Snowy,Delivered,Carrier_27
ORD8544,2023-09-23,,94.8,14.1,13.2,South,Sunny,Delivered,Carrier_20
ORD1871,2023-05-31,942.52,219.2,41.5,6.2,South,Rainy,Delayed,Carrier_43
ORD6845,2023-09-05,910.71,240.2,24.7,17.0,North,Snowy,Delayed,Carrier_40
ORD2710,2023-01-12,494.8,258.9,36.2,,West,,Cancelled,Carrier_32
ORD2514,2023-08-06,426.05,14.5,46.2,23.0,East,Sunny,Delivered,Carrier_24
ORD2180,2023-05-10,366.79,216.7,40.4,54.0,East,Rainy,Delayed,Carrier_50
ORD4962,2023-11-24,103.36,202.5,41.2,49.2,West,Rainy,Delayed,Carrier_7
ORD3707,2023-12-07,209.28,188.1,33.3,59.3,South,Sunny,Cancelled,Carrier_25
ORD8815,2023-01-11,675.3,360.0,9.9,35.6,Central,Rainy,Cancelled,Carrier_38
ORD1478,2023-03-14,918.74,452.5,25.4,13.8,South,Rainy,Cancelled,Carrier_42
ORD4435,2023-07-04,583.93,94.6,26.7,41.0,South,,Delayed,Carrier_1
ORD8207,2023-03-26,283.63,308.6,45.3,50.6,East,Sunny,Delayed,Carrier_3
ORD5955,2023-01-01,,111.3,43.3,56.3,East,Rainy,Cancelled,Carrier_12
ORD1347,2023-10-16,880.92,490.4,40.7,4.9,West,Sunny,Cancelled,Carrier_13
ORD7402,2023-01-06,246.7,425.6,18.7,42.9,East,Rainy,Delayed,Carrier_4
ORD3513,2023-08-12,965.21,51.2,40.6,39.6,South,Snowy,Cancelled,Carrier_39
ORD4663,2023-05-15,,26.4,1.9,41.2,North,Rainy,Delayed,Carrier_19
ORD1340,2023-10-17,,471.2,16.5,36.8,Central,Sunny,Delayed,Carrier_49
ORD6108,2023-06-25,724.7,281.5,15.7,10.2,North,,Delayed,Carrier_10
ORD9596,2023-10-07,737.27,10.2,9.7,12.8,West,Snowy,Delivered,Carrier_5
ORD3068,2023-08-06,603.15,55.3,32.9,23.7,North,,Delivered,Carrier_12
ORD4081,2023-03-30,998.76,419.2,13.5,27.5,North,Sunny,Delivered,Carrier_25
ORD5979,2023-01-30,71.63,195.7,34.2,24.8,North,Snowy,Cancelled,Carrier_32
ORD9041,2023-05-20,190.56,453.8,31.0,33.5,Central,Snowy,Delayed,Carrier_19
ORD9250,2023-12-14,356.34,81.0,16.1,12.8,East,Snowy,Delivered,Carrier_13
ORD7008,2023-10-27,161.89,296.3,7.1,8.8,North,Rainy,Cancelled,Carrier_20
ORD5699,2023-06-12,353.93,262.8,46.6,20.6,Central,Snowy,Delivered,Carrier_22
ORD4515,2023-04-20,,183.0,14.9,13.4,East,Sunny,Cancelled,Carrier_10
ORD1887,2023-05-08,104.12,474.7,31.2,41.9,East,Rainy,Delayed,Carrier_16
ORD1960,2023-03-21,929.77,147.1,34.7,14.9,Central,Snowy,Cancelled,Carrier_9
ORD6593,2023-05-28,532.9,302.0,26.9,8.7,Central,Sunny,Delivered,Carrier_39
ORD6188,2023-07-05,649.15,286.4,19.5,23.1,North,,Delivered,Carrier_12
ORD1680,2023-09-27,946.72,416.6,20.6,,North,,Delivered,Carrier_29
ORD6417,2023-01-18,,70.8,31.8,11.6,South,Sunny,Cancelled,Carrier_23
ORD2288,2023-06-04,259.91,112.0,18.1,23.3,East,Snowy,Cancelled,Carrier_36
ORD2976,2023-07-05,851.54,430.7,44.5,9.1,North,Snowy,Delayed,Carrier_17
ORD8789,2023-07-11,205.48,21.7,13.7,23.2,East,,Delayed,Carrier_32
ORD9077,2023-02-27,120.91,,11.7,48.4,North,Snowy,Delivered,Carrier_3
ORD4877,2023-02-08,245.79,81.0,16.7,51.5,North,Snowy,Cancelled,Carrier_18
ORD3991,2023-08-17,167.69,374.5,25.4,12.4,Central,Sunny,Delayed,Carrier_50
ORD8891,2023-11-20,418.37,109.0,23.0,41.0,East,Snowy,Cancelled,Carrier_9
ORD5705,2023-05-15,780.9,407.1,5.4,41.7,East,,Delivered,Carrier_1
ORD3687,2023-11-19,243.42,162.9,45.0,47.2,South,Snowy,Delayed,Carrier_12
ORD8335,2023-06-21,955.39,335.0,32.9,4.5,South,Sunny,Delivered,Carrier_1
ORD1838,2023-02-14,312.85,324.5,24.5,38.6,Central,Sunny,Delayed,Carrier_18
ORD2945,2023-03-07,166.27,49.9,46.2,28.0,North,Rainy,Delayed,Carrier_11
ORD8212,2023-11-27,400.05,69.6,36.5,16.1,South,,Delayed,Carrier_13
ORD4858,2023-11-05,126.03,305.2,28.9,29.9,Central,,Delivered,Carrier_36
ORD7407,2023-09-18,256.96,355.0,26.0,39.5,South,Rainy,Cancelled,Carrier_7
ORD3655,2023-10-30,996.69,37.1,17.7,26.8,East,Snowy,Cancelled,Carrier_35
ORD4104,2023-03-12,513.62,140.2,45.4,17.2,South,Sunny,Cancelled,Carrier_4
ORD7824,2023-03-20,150.59,,36.1,27.7,South,Snowy,Cancelled,Carrier_18
ORD6581,2023-05-25,963.02,119.9,13.2,18.4,West,Sunny,Cancelled,Carrier_34
ORD3325,2023-09-13,600.68,445.9,22.4,40.2,West,Sunny,Delivered,Carrier_14
ORD3135,2023-11-02,271.01,,9.0,52.1,Central,Rainy,Cancelled,Carrier_19
ORD3137,2023-06-09,161.72,120.4,5.1,51.8,East,Snowy,Delayed,Carrier_14
ORD4255,2023-04-29,488.17,197.8,46.4,8.2,Central,Snowy,Delivered,Carrier_17
ORD3239,2023-12-12,50.91,430.1,44.6,49.2,South,Snowy,Delivered,Carrier_26
ORD9957,2023-07-07,873.8,454.9,27.7,29.8,East,,Delayed,Carrier_49
ORD4291,2023-03-19,663.28,59.2,17.4,54.4,North,Sunny,Delivered,Carrier_26
ORD8808,2023-08-04,,328.5,35.8,25.4,West,,Cancelled,Carrier_46
ORD3365,2023-12-11,302.2,130.7,2.0,6.7,North,Rainy,Delayed,Carrier_23
ORD4319,2023-06-06,591.08,309.4,9.1,34.1,North,,Delivered,Carrier_19
ORD6311,2023-11-17,161.75,154.6,41.1,40.6,North,Snowy,Delayed,Carrier_2
ORD1065,2023-06-30,718.55,104.4,7.5,3.4,Central,Sunny,Delayed,Carrier_47
ORD5369,2023-12-18,303.51,220.0,13.8,12.6,Central,Rainy,Delayed,Carrier_47
ORD1843,2023-10-18,629.81,136.9,26.5,37.6,South,Snowy,Cancelled,Carrier_50
ORD1679,2023-01-10,355.11,412.9,31.0,1.5,Central,,Delayed,Carrier_37
ORD3658,2023-10-18,,,46.4,54.6,North,Rainy,Cancelled,Carrier_30
ORD7798,2023-08-21,612.46,422.6,25.8,6.1,East,,Cancelled,Carrier_27
ORD7363,2023-12-14,192.19,489.8,32.0,52.2,Central,,Cancelled,Carrier_45
ORD5031,2023-11-18,131.3,413.6,16.3,49.3,East,Sunny,Delivered,Carrier_42
ORD3574,2023-02-04,789.75,259.4,47.0,36.8,East,Rainy,Cancelled,Carrier_12
ORD6496,2023-10-07,956.88,288.9,9.2,,East,Snowy,Delivered,Carrier_29
ORD1805,2023-07-24,410.44,344.3,26.0,49.7,North,,Delayed,Carrier_44
ORD5999,2023-08-19,825.96,236.0,41.9,32.2,Central,Snowy,Delayed,Carrier_6
ORD2357,2023-07-24,429.25,354.0,33.4,38.7,West,Sunny,Delivered,Carrier_13
ORD7104,2023-06-27,839.86,459.8,2.4,5.6,North,Sunny,Delayed,Carrier_10
ORD1544,2023-02-01,359.56,177.0,24.0,35.2,South,Rainy,Delivered,Carrier_15
ORD8702,2023-12-07,209.41,250.6,34.3,54.9,West,,Cancelled,Carrier_35
ORD5213,2023-08-19,656.04,14.7,32.7,3.1,Central,Snowy,Delayed,Carrier_20
ORD2412,2023-06-26,,52.1,19.0,54.1,East,Rainy,Delayed,Carrier_20
ORD9623,2023-08-28,,380.5,2.2,24.3,West,Rainy,Cancelled,Carrier_15
ORD7007,2023-02-02,710.84,148.9,38.7,39.7,Central,Sunny,Delivered,Carrier_11
ORD5039,2023-10-23,832.65,419.4,38.9,34.0,West,Rainy,Delivered,Carrier_19
ORD2208,2023-03-29,895.54,345.5,12.2,,West,Snowy,Delivered,Carrier_48
ORD9417,2023-02-06,735.74,223.5,22.9,23.9,East,Sunny,Delayed,Carrier_50
ORD8712,2023-10-08,382.45,133.5,38.5,41.6,South,Rainy,Cancelled,Carrier_29
ORD1792,2023-01-03,216.97,,2.7,50.7,East,,Cancelled,Carrier_20
ORD4301,2023-03-09,904.28,,2.4,21.7,South,Sunny,Delayed,Carrier_19
ORD6236,2023-12-05,780.41,195.8,12.9,34.6,North,,Cancelled,Carrier_10
ORD4026,2023-01-08,434.66,126.7,20.4,35.9,North,Snowy,Cancelled,Carrier_24
ORD3468,2023-08-16,132.3,246.0,39.2,37.4,South,Snowy,Cancelled,Carrier_13
ORD2431,2023-05-17,347.88,142.2,20.2,51.2,North,Sunny,Cancelled,Carrier_10
ORD7548,2023-06-11,153.0,344.6,29.0,30.0,East,,Cancelled,Carrier_2
ORD7989,2023-06-17,877.39,416.8,47.7,,West,Sunny,Delivered,Carrier_42
ORD4123,2023-05-21,,261.1,26.9,12.7,South,Sunny,Delivered,Carrier_46
ORD1768,2023-12-22,,60.9,9.4,,West,Rainy,Delivered,Carrier_18
ORD1972,2023-05-11,892.45,90.6,6.4,36.4,North,Sunny,Cancelled,Carrier_47
ORD6288,2023-02-22,232.31,429.9,33.2,48.4,Central,Sunny,Delayed,Carrier_47
ORD1706,2023-06-23,575.88,293.3,26.4,31.6,Central,Sunny,Delayed,Carrier_24
ORD3554,2023-09-28,73.82,44.1,28.0,12.6,West,Rainy,Cancelled,Carrier_34
ORD4266,2023-02-04,593.78,334.2,7.3,16.5,South,Snowy,Delivered,Carrier_33
ORD2376,2023-10-20,380.3,236.6,4.3,46.9,South,Sunny,Delivered,Carrier_11
ORD1660,2023-07-23,213.28,160.5,27.5,57.7,South,Snowy,Cancelled,Carrier_14
ORD9090,2023-03-09,314.71,387.2,7.3,7.9,North,,Delayed,Carrier_21
ORD6117,2023-06-11,594.39,54.9,19.8,35.0,North,Rainy,Delayed,Carrier_45
ORD5997,2023-03-16,318.81,187.6,47.4,43.8,East,Rainy,Delivered,Carrier_28
ORD5355,2023-09-13,344.53,386.8,6.2,6.1,Central,,Delayed,Carrier_44
ORD4465,2023-11-13,974.95,161.3,47.7,37.2,North,Rainy,Cancelled,Carrier_39
ORD7122,2023-03-14,73.81,366.8,38.5,20.0,South,Snowy,Cancelled,Carrier_29
ORD4799,2023-06-08,153.77,394.0,1.2,33.2,South,Snowy,Delivered,Carrier_29
ORD3446,2023-11-21,488.71,359.6,44.2,24.2,Central,Sunny,Delayed,Carrier_29
ORD3843,2023-10-26,694.85,243.7,16.1,12.9,South,,Delayed,Carrier_47
ORD8943,2023-11-29,,344.6,30.4,7.7,Central,Rainy,Cancelled,Carrier_39
ORD6796,2023-04-06,53.9,433.7,45.4,32.2,Central,Sunny,Delayed,Carrier_12
ORD8743,2023-06-08,413.27,379.3,33.5,45.2,West,Sunny,Delivered,Carrier_50
ORD6598,2023-06-11,713.7,90.0,19.6,15.9,Central,Rainy,Delayed,Carrier_34
ORD5681,2023-09-29,512.78,115.4,26.3,11.6,West,Rainy,Delayed,Carrier_39
ORD2124,2023-09-27,384.7,224.9,26.9,28.1,West,Snowy,Delivered,Carrier_6
ORD3471,2023-03-19,671.43,435.5,25.7,27.9,North,Rainy,Delayed,Carrier_10
ORD5105,2023-04-07,,42.9,18.7,44.8,Central,,Delayed,Carrier_41
ORD8670,2023-09-23,,153.2,19.0,,West,Rainy,Cancelled,Carrier_48
ORD2427,2023-10-07,994.47,209.8,32.9,57.4,North,Sunny,Delayed,Carrier_12
ORD4855,2023-01-10,160.04,414.4,5.2,46.4,North,Snowy,Cancelled,Carrier_11
ORD4431,2023-01-02,174.65,12.6,9.0,13.0,West,,Delivered,Carrier_48
ORD5373,2023-10-25,,389.1,35.6,55.6,South,,Cancelled,Carrier_10
ORD6335,2023-04-15,,268.4,45.4,37.4,South,,Delivered,Carrier_31
ORD2915,2023-12-08,895.86,31.6,31.5,4.1,North,Snowy,Delayed,Carrier_7
ORD9693,2023-04-09,661.12,271.4,10.7,47.2,North,Rainy,Delivered,Carrier_4
ORD3267,2023-05-29,363.29,,16.4,21.4,Central,Rainy,Delivered,Carrier_33
ORD8543,2023-10-11,498.39,,41.1,,Central,Snowy,Delayed,Carrier_15
ORD5037,2023-12-24,847.77,83.6,26.7,5.6,West,Snowy,Delivered,Carrier_18
ORD7304,2023-12-13,525.24,,23.9,42.6,North,Sunny,Delayed,Carrier_4
ORD1521,2023-08-06,658.09,,46.3,12.5,West,Sunny,Cancelled,Carrier_12
ORD9779,2023-03-16,873.94,291.2,32.8,,Central,Sunny,Delayed,Carrier_10
