Transaction_ID,Store_ID,Category,Transaction_Amount,Quantity,Date,Customer_Age,Payment_Method
8924,50,Sports,327.59,4,2023-12-03,20,Debit Card
8925,87,Sports,383.46,9,2023-11-19,63,Cash
8926,71,Sports,470.25,8,2023-08-20,58,Debit Card
8927,59,Electronics,403.09,7,2023-07-14,54,Debit Card
8928,39,Sports,467.93,5,2023-10-17,27,Debit Card
8929,3,Sports,412.1,8,2023-10-19,33,Debit Card
8930,76,Sports,32.75,5,2023-03-20,45,Cash
8931,7,Home Goods,67.59,2,2023-04-26,46,Online Payment
8932,49,Groceries,443.6,6,2023-01-05,69,Cash
8933,26,Books,23.57,2,2023-06-07,39,Credit Card
8934,33,Clothing,399.15,9,2023-10-06,26,Cash
8935,48,Groceries,426.42,7,2023-06-24,65,Cash
8936,79,Sports,213.58,3,2023-05-11,55,Debit Card
8937,2,Clothing,183.88,8,2023-11-07,29,Cash
8938,71,Clothing,105.26,1,2023-02-19,45,Online Payment
8939,32,Groceries,33.97,9,2023-04-10,22,Cash
8940,4,Groceries,375.24,7,2023-01-14,36,Debit Card
8941,20,Groceries,46.13,2,2023-07-19,68,Debit Card
8942,36,Books,472.89,8,2023-01-23,29,Cash
8943,32,Groceries,155.4,6,2023-12-19,29,Credit Card
8944,28,Books,399.18,6,2023-01-21,64,Credit Card
8945,77,Electronics,39.24,4,2023-08-04,18,Cash
8946,1,Home Goods,272.78,5,2023-04-21,19,Cash
8947,60,Books,181.06,9,2023-03-19,69,Cash
8948,56,Home Goods,24.7,7,2023-01-24,45,Credit Card
8949,35,Sports,331.34,1,2023-05-25,36,Credit Card
8950,30,Electronics,472.15,2,2023-10-22,48,Online Payment
8951,54,Clothing,15.27,1,2023-06-09,27,Credit Card
8952,36,Groceries,142.51,9,2023-04-14,18,Credit Card
8953,55,Sports,354.77,1,2023-03-25,65,Online Payment
8954,89,Clothing,436.91,3,2023-08-19,65,Debit Card
8955,80,Home Goods,103.48,6,2023-07-04,29,Debit Card
8956,58,Clothing,44.65,6,2023-02-08,49,Credit Card
8957,83,Groceries,14.23,9,2023-09-02,30,Online Payment
8958,65,Groceries,115.45,9,2023-12-22,41,Credit Card
8959,69,Books,44.95,4,2023-11-12,47,Cash
8960,51,Books,186.1,1,2023-06-15,62,Online Payment
8961,22,Home Goods,225.66,9,2023-12-13,59,Cash
8962,88,Groceries,245.16,2,2023-08-13,66,Debit Card
8963,53,Electronics,79.74,4,2023-02-16,23,Online Payment
8964,100,Sports,237.35,7,2023-08-05,47,Credit Card
8965,36,Home Goods,14.44,2,2023-08-14,52,Cash
8966,68,Home Goods,127.32,9,2023-09-28,54,Online Payment
8967,36,Clothing,190.85,5,2023-09-10,45,Online Payment
8968,52,Home Goods,67.99,9,2023-11-18,49,Debit Card
8969,53,Sports,408.86,9,2023-03-08,58,Cash
8970,82,Electronics,108.59,8,2023-09-15,54,Cash
8971,50,Clothing,379.9,3,2023-12-01,66,Cash
8972,80,Sports,242.21,9,2023-01-06,22,Online Payment
8973,41,Books,245.07,3,2023-04-15,41,Online Payment
8974,18,Home Goods,326.15,9,2023-04-25,22,Credit Card
8975,22,Groceries,31.7,2,2023-07-24,49,Cash
8976,66,Books,48.59,7,2023-10-08,35,Online Payment
8977,21,Groceries,170.15,2,2023-07-27,48,Cash
8978,100,Sports,214.24,5,2023-08-05,19,Credit Card
8979,44,Electronics,220.67,2,2023-03-27,52,Cash
8980,47,Groceries,341.67,8,2023-10-06,44,Credit Card
8981,39,Sports,10.35,2,2023-01-19,45,Debit Card
8982,29,Clothing,479.96,9,2023-10-05,29,Cash
8983,54,Home Goods,95.5,2,2023-05-05,19,Online Payment
8984,90,Electronics,131.83,4,2023-03-15,24,Debit Card
8985,85,Electronics,453.76,7,2023-09-18,37,Online Payment
8986,17,Clothing,12.69,9,2023-12-17,66,Debit Card
8987,80,Electronics,495.74,3,2023-04-20,19,Online Payment
8988,60,Sports,27.62,2,2023-05-23,27,Debit Card
8989,31,Electronics,69.07,6,2023-12-02,67,Debit Card
8990,73,Electronics,127.65,1,2023-06-26,30,Debit Card
8991,95,Electronics,224.97,5,2023-10-14,33,Credit Card
8992,78,Sports,264.04,8,2023-10-28,59,Credit Card
8993,49,Books,61.31,3,2023-01-06,65,Cash
8994,2,Home Goods,46.1,5,2023-04-22,45,Credit Card
8995,48,Groceries,25.61,9,2023-01-07,46,Cash
8996,14,Books,135.81,1,2023-04-10,28,Cash
8997,59,Electronics,461.55,9,2023-02-05,33,Debit Card
8998,97,Clothing,201.02,1,2023-03-11,25,Cash
8999,99,Clothing,384.36,4,2023-07-18,62,Credit Card
9000,58,Sports,103.19,1,2023-03-08,38,Credit Card
9001,58,Home Goods,41.69,8,2023-01-04,23,Cash
9002,51,Electronics,281.6,7,2023-03-13,61,Debit Card
9003,84,Sports,412.83,3,2023-09-06,28,Debit Card
9004,2,Groceries,450.25,5,2023-11-07,43,Debit Card
9005,41,Home Goods,277.64,2,2023-11-16,29,Online Payment
9006,83,Home Goods,154.08,5,2023-11-17,19,Cash
9007,82,Sports,63.66,5,2023-06-20,37,Online Payment
9008,16,Books,337.23,9,2023-12-28,56,Online Payment
9009,4,Clothing,147.41,5,2023-04-16,64,Online Payment
9010,12,Books,423.54,2,2023-03-14,45,Credit Card
9011,29,Home Goods,306.51,3,2023-05-16,56,Credit Card
9012,7,Clothing,430.85,6,2023-01-11,24,Cash
9013,14,Home Goods,287.66,1,2023-04-06,33,Credit Card
9014,12,Home Goods,388.15,6,2023-04-01,30,Debit Card
9015,99,Home Goods,154.21,5,2023-10-21,46,Debit Card
9016,5,Groceries,256.5,2,2023-06-15,63,Credit Card
9017,81,Clothing,19.51,2,2023-08-10,39,Online Payment
9018,32,Groceries,307.84,2,2023-05-04,65,Debit Card
9019,74,Clothing,271.53,3,2023-06-21,55,Cash
9020,43,Groceries,380.09,2,2023-01-02,53,Debit Card
9021,81,Groceries,367.19,3,2023-01-23,19,Online Payment
9022,69,Groceries,317.53,9,2023-07-22,53,Cash
9023,45,Sports,37.78,3,2023-09-06,31,Online Payment
9024,9,Groceries,452.47,7,2023-02-09,45,Online Payment
9025,49,Books,18.83,3,2023-08-22,30,Cash
9026,33,Books,403.6,6,2023-06-24,67,Debit Card
9027,100,Home Goods,244.88,9,2023-08-23,21,Credit Card
9028,100,Electronics,410.82,6,2023-01-13,33,Online Payment
9029,18,Groceries,237.88,4,2023-05-20,19,Online Payment
9030,9,Electronics,327.0,5,2023-08-20,61,Debit Card
9031,62,Electronics,188.0,8,2023-05-27,66,Debit Card
9032,57,Home Goods,374.4,8,2023-02-12,63,Cash
9033,29,Electronics,134.55,7,2023-01-17,52,Credit Card
9034,78,Electronics,362.48,5,2023-11-15,37,Debit Card
9035,25,Books,104.76,9,2023-08-19,35,Credit Card
9036,15,Electronics,363.86,1,2023-04-16,25,Credit Card
9037,6,Clothing,153.9,4,2023-09-04,40,Online Payment
9038,42,Groceries,146.53,7,2023-04-23,62,Debit Card
9039,29,Groceries,407.63,5,2023-12-17,64,Cash
9040,79,Electronics,408.71,4,2023-05-09,68,Credit Card
9041,93,Home Goods,348.79,5,2023-11-06,40,Cash
9042,4,Clothing,462.72,1,2023-12-19,42,Online Payment
9043,82,Home Goods,86.53,4,2023-12-10,58,Debit Card
9044,57,Home Goods,141.97,1,2023-12-12,53,Cash
9045,49,Electronics,154.07,2,2023-11-22,20,Online Payment
9046,44,Sports,159.59,9,2023-02-27,35,Cash
9047,80,Electronics,170.74,5,2023-10-06,46,Credit Card
9048,75,Books,351.53,9,2023-04-20,68,Online Payment
9049,14,Sports,142.67,9,2023-05-06,41,Cash
9050,3,Clothing,150.1,5,2023-06-18,46,Cash
9051,62,Sports,289.5,3,2023-11-18,29,Online Payment
9052,64,Electronics,104.75,4,2023-04-09,58,Cash
9053,45,Electronics,188.79,5,2023-07-06,50,Online Payment
9054,82,Home Goods,38.39,6,2023-12-27,30,Online Payment
9055,58,Electronics,476.75,6,2023-05-09,31,Online Payment
9056,20,Books,165.48,8,2023-12-19,51,Debit Card
9057,58,Electronics,426.52,8,2023-06-07,43,Cash
9058,89,Groceries,269.67,8,2023-03-01,25,Credit Card
9059,57,Groceries,121.82,3,2023-03-08,45,Cash
9060,77,Home Goods,104.78,4,2023-01-07,55,Debit Card
9061,68,Sports,350.53,4,2023-09-22,24,Cash
9062,78,Sports,482.79,7,2023-06-24,69,Credit Card
9063,97,Groceries,99.7,5,2023-01-14,46,Cash
9064,92,Books,66.56,4,2023-04-04,46,Credit Card
9065,52,Clothing,199.68,5,2023-08-01,47,Credit Card
9066,37,Books,202.97,1,2023-03-19,60,Credit Card
9067,8,Groceries,405.06,4,2023-06-27,59,Credit Card
9068,44,Books,239.76,7,2023-01-27,62,Debit Card
9069,98,Clothing,40.61,3,2023-09-18,49,Debit Card
9070,5,Sports,461.13,7,2023-09-25,36,Credit Card
9071,69,Groceries,192.86,5,2023-08-05,67,Cash
9072,31,Electronics,337.58,1,2023-06-19,23,Debit Card
9073,45,Clothing,337.07,4,2023-12-08,60,Debit Card
9074,9,Clothing,37.61,3,2023-05-24,59,Credit Card
9075,32,Clothing,11.77,4,2023-11-14,61,Debit Card
9076,33,Sports,53.14,6,2023-04-09,58,Cash
9077,67,Books,478.7,4,2023-02-04,55,Online Payment
9078,30,Home Goods,399.06,7,2023-03-28,24,Cash
9079,76,Electronics,74.69,8,2023-07-05,35,Debit Card
9080,29,Groceries,311.29,3,2023-09-21,48,Online Payment
9081,3,Books,309.87,3,2023-04-02,22,Online Payment
9082,90,Clothing,10.27,2,2023-07-19,23,Debit Card
9083,57,Sports,220.24,6,2023-05-17,36,Cash
9084,30,Clothing,358.77,6,2023-09-05,59,Online Payment
9085,9,Books,101.53,1,2023-02-03,53,Cash
9086,26,Groceries,426.94,9,2023-04-19,31,Cash
9087,2,Electronics,333.55,2,2023-08-11,27,Cash
9088,62,Clothing,13.39,4,2023-05-22,65,Credit Card
9089,3,Sports,428.91,9,2023-09-20,57,Cash
9090,46,Sports,19.51,7,2023-11-09,45,Debit Card
9091,68,Home Goods,445.09,3,2023-03-14,68,Debit Card
9092,25,Sports,173.52,2,2023-02-19,57,Debit Card
9093,51,Home Goods,352.34,9,2023-06-06,27,Online Payment
9094,13,Electronics,395.84,2,2023-05-06,38,Credit Card
9095,44,Groceries,147.82,4,2023-08-06,20,Online Payment
9096,35,Home Goods,184.65,2,2023-09-24,29,Cash
9097,55,Clothing,259.68,7,2023-07-23,22,Online Payment
9098,87,Books,295.52,6,2023-05-10,43,Credit Card
9099,9,Clothing,153.1,8,2023-05-24,44,Credit Card
9100,2,Groceries,496.27,3,2023-01-06,27,Debit Card
9101,61,Sports,371.13,7,2023-08-22,67,Debit Card
9102,41,Books,144.33,8,2023-02-19,55,Cash
9103,44,Clothing,323.81,1,2023-02-03,30,Cash
9104,64,Books,223.33,8,2023-08-25,43,Online Payment
9105,31,Home Goods,431.56,1,2023-03-27,65,Credit Card
9106,47,Groceries,171.19,6,2023-06-15,44,Credit Card
9107,2,Clothing,102.05,2,2023-12-07,58,Credit Card
9108,96,Sports,32.61,9,2023-03-26,64,Online Payment
9109,82,Books,492.31,3,2023-10-08,25,Online Payment
9110,77,Sports,186.02,4,2023-04-03,40,Cash
9111,69,Books,118.05,5,2023-06-12,57,Credit Card
9112,58,Clothing,250.97,3,2023-07-08,38,Debit Card
9113,44,Groceries,152.9,7,2023-08-07,18,Online Payment
9114,74,Electronics,124.12,2,2023-01-14,19,Online Payment
9115,56,Clothing,312.03,7,2023-05-27,42,Credit Card
9116,43,Sports,46.68,5,2023-12-25,57,Cash
9117,89,Electronics,259.41,9,2023-01-22,29,Credit Card
9118,34,Groceries,199.84,2,2023-09-08,61,Online Payment
9119,30,Sports,270.94,9,2023-06-02,54,Online Payment
9120,71,Groceries,167.02,9,2023-10-24,33,Debit Card
9121,70,Books,289.46,8,2023-05-17,29,Credit Card
9122,55,Clothing,50.09,5,2023-01-21,29,Online Payment
9123,67,Groceries,194.32,3,2023-11-27,24,Credit Card
9124,13,Sports,126.37,1,2023-04-08,55,Credit Card
9125,3,Clothing,224.66,3,2023-04-17,26,Cash
9126,26,Sports,205.18,6,2023-04-12,43,Debit Card
9127,57,Sports,319.28,4,2023-07-16,55,Credit Card
9128,24,Electronics,318.09,6,2023-04-16,33,Cash
9129,53,Home Goods,212.55,4,2023-02-08,34,Online Payment
9130,70,Groceries,99.0,9,2023-11-16,64,Debit Card
9131,43,Groceries,295.14,8,2023-06-17,39,Credit Card
9132,60,Electronics,483.59,6,2023-04-26,54,Debit Card
9133,58,Books,100.87,8,2023-12-21,62,Online Payment
9134,49,Groceries,43.84,7,2023-04-25,56,Debit Card
9135,42,Electronics,139.63,5,2023-05-21,19,Debit Card
9136,76,Groceries,212.33,9,2023-07-17,56,Credit Card
9137,100,Groceries,160.03,4,2023-06-01,36,Credit Card
9138,66,Sports,419.01,4,2023-09-13,57,Debit Card
9139,11,Electronics,251.58,9,2023-05-25,63,Online Payment
9140,98,Books,130.6,4,2023-02-21,40,Debit Card
9141,90,Groceries,475.6,4,2023-06-07,55,Cash
9142,18,Books,71.28,8,2023-01-05,20,Credit Card
9143,85,Home Goods,70.23,6,2023-08-28,39,Online Payment
9144,100,Electronics,130.19,7,2023-06-07,58,Credit Card
9145,52,Electronics,47.62,4,2023-10-27,25,Cash
9146,46,Electronics,378.31,1,2023-11-19,55,Cash
9147,44,Sports,163.28,4,2023-10-14,35,Online Payment
9148,22,Electronics,367.62,4,2023-03-28,65,Online Payment
9149,53,Sports,383.74,2,2023-12-26,46,Cash
9150,59,Home Goods,126.38,8,2023-12-14,46,Cash
9151,94,Clothing,264.0,5,2023-08-28,67,Debit Card
9152,30,Sports,264.6,9,2023-04-24,48,Credit Card
9153,8,Groceries,436.97,5,2023-08-24,65,Credit Card
9154,98,Electronics,22.56,4,2023-10-28,52,Credit Card
9155,57,Clothing,165.23,3,2023-11-19,48,Cash
9156,73,Sports,442.42,1,2023-05-04,54,Credit Card
9157,20,Books,126.03,7,2023-06-07,46,Debit Card
9158,25,Books,77.07,9,2023-12-25,55,Online Payment
9159,19,Groceries,292.31,2,2023-08-13,35,Debit Card
9160,5,Clothing,159.88,4,2023-11-03,45,Debit Card
9161,75,Home Goods,238.97,8,2023-05-03,68,Online Payment
9162,79,Sports,411.81,9,2023-10-08,43,Online Payment
9163,72,Books,265.14,9,2023-02-03,62,Cash
9164,83,Books,262.79,6,2023-03-04,55,Cash
9165,87,Sports,146.31,2,2023-04-06,55,Debit Card
9166,27,Books,398.5,1,2023-11-13,31,Cash
9167,40,Home Goods,372.51,4,2023-03-09,55,Online Payment
9168,96,Books,124.72,6,2023-02-14,55,Debit Card
9169,26,Sports,166.8,2,2023-03-24,61,Online Payment
9170,27,Electronics,396.43,6,2023-11-17,47,Debit Card
9171,62,Books,185.28,1,2023-06-12,44,Online Payment
9172,83,Sports,207.74,6,2023-02-09,31,Cash
9173,50,Electronics,188.56,5,2023-09-26,27,Debit Card
9174,42,Books,89.2,2,2023-02-15,50,Debit Card
9175,29,Books,177.04,4,2023-07-28,47,Online Payment
9176,39,Sports,403.44,9,2023-09-19,59,Online Payment
9177,60,Groceries,250.63,2,2023-05-24,18,Debit Card
9178,41,Groceries,234.53,5,2023-05-11,36,Cash
9179,33,Clothing,86.61,3,2023-12-28,65,Credit Card
9180,83,Groceries,97.01,2,2023-09-11,36,Cash
9181,83,Home Goods,31.05,8,2023-05-11,57,Credit Card
9182,97,Clothing,16.84,9,2023-01-09,22,Debit Card
9183,16,Groceries,249.13,6,2023-09-09,42,Online Payment
9184,23,Electronics,210.52,5,2023-11-15,69,Cash
9185,7,Sports,144.94,7,2023-05-19,50,Cash
9186,26,Groceries,495.12,3,2023-05-25,38,Credit Card
9187,96,Electronics,205.02,6,2023-07-08,48,Debit Card
9188,12,Clothing,396.53,7,2023-12-01,69,Cash
9189,72,Sports,113.17,1,2023-07-07,31,Online Payment
9190,5,Groceries,131.05,4,2023-07-23,69,Debit Card
9191,92,Clothing,288.51,7,2023-09-26,48,Credit Card
9192,69,Groceries,11.97,6,2023-10-15,33,Online Payment
9193,49,Clothing,18.54,2,2023-07-09,57,Credit Card
9194,26,Groceries,79.69,8,2023-02-13,42,Credit Card
9195,5,Electronics,119.33,7,2023-04-25,22,Online Payment
9196,22,Home Goods,268.65,2,2023-10-07,42,Online Payment
9197,79,Electronics,346.25,9,2023-09-02,48,Debit Card
9198,13,Sports,162.82,6,2023-04-15,32,Credit Card
9199,28,Groceries,127.14,2,2023-12-28,27,Credit Card
9200,33,Home Goods,413.18,5,2023-10-18,56,Cash
9201,23,Home Goods,89.76,1,2023-03-11,68,Cash
9202,97,Sports,342.38,2,2023-04-28,58,Credit Card
9203,18,Sports,466.35,9,2023-09-18,58,Credit Card
9204,30,Home Goods,123.78,1,2023-05-12,29,Debit Card
9205,26,Sports,52.61,4,2023-05-22,31,Online Payment
9206,16,Sports,490.08,9,2023-01-16,43,Debit Card
9207,77,Groceries,142.68,4,2023-04-20,24,Credit Card
9208,39,Electronics,145.07,1,2023-11-10,20,Credit Card
9209,33,Books,247.05,5,2023-04-12,43,Online Payment
9210,26,Clothing,123.22,6,2023-08-24,19,Debit Card
9211,48,Home Goods,496.51,1,2023-06-06,49,Online Payment
9212,65,Clothing,31.05,8,2023-12-01,56,Cash
9213,38,Home Goods,231.22,1,2023-01-01,30,Debit Card
9214,2,Home Goods,278.69,6,2023-06-17,61,Online Payment
9215,6,Electronics,238.81,9,2023-10-04,19,Online Payment
9216,46,Home Goods,265.06,3,2023-06-12,28,Credit Card
9217,50,Home Goods,493.91,5,2023-12-27,54,Credit Card
9218,38,Electronics,439.68,1,2023-08-06,53,Credit Card
9219,88,Sports,161.14,1,2023-06-12,64,Cash
9220,18,Books,280.22,2,2023-01-16,35,Cash
9221,27,Clothing,10.15,6,2023-04-11,32,Credit Card
9222,41,Home Goods,210.69,7,2023-06-17,40,Debit Card
9223,72,Electronics,90.3,5,2023-06-24,31,Online Payment
9224,92,Home Goods,358.57,1,2023-03-19,47,Online Payment
9225,74,Electronics,118.33,1,2023-01-19,26,Debit Card
9226,17,Clothing,376.96,1,2023-10-13,68,Online Payment
9227,62,Groceries,163.45,3,2023-11-20,51,Online Payment
9228,29,Sports,463.66,4,2023-07-13,42,Cash
9229,58,Groceries,228.25,8,2023-04-14,64,Debit Card
9230,70,Electronics,421.36,9,2023-03-19,63,Online Payment
9231,78,Home Goods,317.8,5,2023-08-04,40,Debit Card
9232,22,Sports,488.93,4,2023-07-03,28,Online Payment
9233,6,Clothing,373.93,9,2023-11-17,23,Cash
9234,26,Books,366.57,6,2023-01-11,69,Debit Card
9235,39,Sports,139.78,3,2023-06-01,28,Cash
9236,12,Home Goods,257.38,7,2023-08-13,62,Cash
9237,99,Groceries,152.16,9,2023-11-19,69,Cash
9238,14,Electronics,19.45,2,2023-12-02,29,Online Payment
9239,22,Groceries,358.19,9,2023-12-21,49,Cash
9240,51,Sports,125.56,2,2023-04-05,57,Online Payment
9241,23,Books,204.69,5,2023-08-19,68,Online Payment
9242,48,Home Goods,149.47,1,2023-12-03,29,Credit Card
9243,71,Electronics,107.82,2,2023-05-04,34,Online Payment
9244,50,Home Goods,42.89,7,2023-11-15,68,Credit Card
9245,89,Home Goods,175.57,4,2023-05-25,44,Cash
9246,13,Books,50.06,7,2023-09-10,63,Debit Card
9247,85,Sports,274.76,4,2023-08-21,47,Online Payment
9248,10,Groceries,19.62,1,2023-08-21,26,Credit Card
9249,55,Home Goods,470.61,6,2023-10-14,19,Online Payment
9250,9,Home Goods,483.57,9,2023-06-03,42,Cash
9251,79,Home Goods,159.28,6,2023-04-24,61,Cash
9252,52,Electronics,137.5,7,2023-07-11,39,Online Payment
9253,2,Home Goods,61.16,7,2023-01-03,34,Cash
9254,25,Home Goods,453.41,1,2023-06-12,45,Debit Card
9255,13,Sports,297.56,2,2023-04-04,65,Online Payment
9256,98,Home Goods,308.96,1,2023-01-09,53,Credit Card
9257,51,Books,448.97,1,2023-11-09,68,Cash
9258,58,Books,456.29,8,2023-01-14,55,Credit Card
9259,34,Home Goods,415.89,4,2023-10-07,48,Cash
9260,35,Books,388.99,8,2023-12-04,29,Online Payment
9261,3,Sports,439.85,5,2023-03-24,29,Debit Card
9262,59,Electronics,439.23,1,2023-08-18,37,Online Payment
9263,70,Books,190.64,9,2023-01-13,66,Cash
9264,48,Books,486.96,3,2023-10-16,30,Cash
9265,64,Groceries,357.47,7,2023-03-18,63,Cash
9266,19,Sports,191.4,7,2023-01-10,29,Credit Card
9267,67,Books,226.6,4,2023-02-24,54,Online Payment
9268,82,Electronics,346.69,8,2023-09-26,53,Online Payment
9269,73,Groceries,186.94,8,2023-08-10,50,Debit Card
9270,76,Home Goods,415.01,2,2023-04-13,44,Credit Card
9271,5,Sports,82.55,8,2023-04-21,27,Cash
9272,67,Books,454.72,5,2023-07-01,30,Credit Card
9273,11,Home Goods,157.59,2,2023-06-05,57,Cash
9274,94,Sports,84.83,6,2023-10-06,69,Debit Card
9275,68,Groceries,430.43,8,2023-03-21,67,Online Payment
9276,69,Books,127.34,4,2023-03-22,55,Cash
9277,1,Electronics,423.26,9,2023-01-15,21,Credit Card
9278,91,Sports,155.17,8,2023-08-23,28,Debit Card
9279,92,Electronics,467.59,7,2023-02-06,21,Credit Card
9280,63,Home Goods,117.35,7,2023-08-17,48,Debit Card
9281,29,Home Goods,44.13,8,2023-10-04,48,Credit Card
9282,82,Groceries,468.9,7,2023-07-08,26,Cash
9283,12,Groceries,91.16,1,2023-01-07,22,Cash
9284,77,Clothing,472.62,5,2023-11-11,60,Online Payment
9285,41,Clothing,413.75,2,2023-08-20,41,Debit Card
9286,2,Groceries,50.14,5,2023-12-09,20,Debit Card
9287,37,Books,228.12,5,2023-07-15,60,Online Payment
9288,45,Home Goods,45.97,6,2023-09-15,53,Cash
9289,80,Electronics,171.6,6,2023-09-10,53,Debit Card
9290,48,Groceries,182.24,6,2023-04-01,28,Online Payment
9291,24,Books,303.82,7,2023-03-28,22,Credit Card
9292,99,Electronics,488.19,2,2023-06-09,19,Debit Card
9293,22,Clothing,93.18,4,2023-09-27,55,Credit Card
9294,100,Electronics,171.28,5,2023-09-25,30,Online Payment
9295,11,Groceries,297.68,7,2023-01-18,29,Online Payment
9296,58,Home Goods,94.0,2,2023-09-07,33,Cash
9297,46,Groceries,358.25,8,2023-10-24,55,Online Payment
9298,29,Sports,207.79,2,2023-04-17,33,Cash
9299,35,Books,475.29,5,2023-12-10,28,Cash
9300,15,Books,318.64,9,2023-02-03,26,Credit Card
9301,60,Books,187.91,2,2023-10-25,41,Debit Card
9302,95,Sports,362.54,2,2023-11-24,52,Online Payment
9303,42,Sports,420.99,2,2023-12-28,55,Cash
9304,43,Home Goods,402.24,7,2023-10-11,41,Debit Card
9305,80,Books,138.75,5,2023-02-13,69,Credit Card
9306,74,Groceries,214.32,9,2023-04-20,55,Online Payment
9307,49,Sports,231.57,4,2023-11-08,47,Credit Card
9308,64,Groceries,200.31,1,2023-01-07,59,Online Payment
9309,32,Clothing,162.32,8,2023-02-12,52,Debit Card
9310,64,Books,378.85,6,2023-12-24,38,Online Payment
9311,2,Sports,15.99,9,2023-09-02,69,Credit Card
9312,24,Sports,153.84,3,2023-03-02,34,Cash
9313,87,Home Goods,79.39,7,2023-08-14,69,Online Payment
9314,66,Groceries,73.1,1,2023-01-01,41,Credit Card
9315,38,Home Goods,145.71,2,2023-11-10,44,Credit Card
9316,31,Home Goods,383.46,5,2023-02-26,47,Debit Card
9317,26,Groceries,485.02,2,2023-01-09,30,Cash
9318,29,Clothing,262.16,8,2023-07-20,20,Credit Card
9319,67,Groceries,176.1,5,2023-10-25,45,Debit Card
9320,78,Clothing,416.29,9,2023-03-27,39,Cash
9321,25,Home Goods,42.88,3,2023-04-11,35,Online Payment
9322,48,Clothing,55.65,6,2023-06-21,51,Cash
9323,65,Books,179.23,4,2023-06-16,27,Cash
9324,53,Clothing,229.72,7,2023-05-06,55,Debit Card
9325,67,Clothing,400.94,7,2023-01-21,38,Credit Card
9326,90,Sports,463.38,5,2023-11-14,50,Online Payment
9327,18,Sports,270.33,5,2023-05-19,41,Credit Card
9328,9,Home Goods,252.87,4,2023-09-25,30,Cash
9329,38,Groceries,114.38,9,2023-09-12,56,Cash
9330,87,Clothing,231.08,7,2023-08-17,66,Online Payment
9331,21,Books,462.59,6,2023-10-02,60,Credit Card
9332,65,Sports,202.52,3,2023-04-26,40,Debit Card
9333,21,Groceries,113.23,5,2023-02-25,48,Online Payment
9334,27,Books,175.27,4,2023-08-23,57,Credit Card
9335,70,Clothing,262.15,5,2023-11-11,27,Online Payment
9336,44,Groceries,303.31,2,2023-01-08,18,Cash
9337,100,Books,221.89,5,2023-06-20,19,Debit Card
9338,28,Electronics,381.68,7,2023-10-27,19,Cash
9339,45,Books,296.38,3,2023-04-17,68,Debit Card
9340,17,Books,335.87,4,2023-01-03,42,Credit Card
9341,40,Clothing,432.83,1,2023-09-22,47,Credit Card
9342,3,Groceries,434.19,9,2023-12-05,33,Cash
9343,76,Clothing,109.72,3,2023-09-25,37,Credit Card
9344,76,Clothing,315.44,6,2023-09-28,34,Debit Card
9345,66,Electronics,361.15,1,2023-06-11,23,Online Payment
9346,46,Books,81.47,5,2023-09-14,45,Debit Card
9347,86,Groceries,422.96,5,2023-02-15,23,Cash
9348,87,Home Goods,98.43,5,2023-07-27,18,Online Payment
9349,30,Sports,401.65,1,2023-02-10,62,Online Payment
9350,69,Clothing,89.12,7,2023-07-09,41,Cash
9351,9,Clothing,373.47,5,2023-10-08,59,Debit Card
9352,85,Clothing,82.59,1,2023-02-28,31,Cash
9353,11,Clothing,195.63,8,2023-10-15,44,Cash
9354,69,Sports,80.32,6,2023-05-27,63,Online Payment
9355,99,Home Goods,142.65,7,2023-07-19,30,Debit Card
9356,91,Electronics,492.41,4,2023-10-08,56,Credit Card
9357,66,Home Goods,62.76,1,2023-08-28,31,Debit Card
9358,88,Sports,209.17,8,2023-02-03,41,Online Payment
9359,31,Groceries,341.69,1,2023-04-25,26,Credit Card
9360,33,Electronics,56.35,9,2023-11-12,39,Online Payment
9361,39,Electronics,63.43,6,2023-02-23,22,Credit Card
9362,94,Groceries,80.2,5,2023-10-01,52,Credit Card
9363,46,Books,326.04,2,2023-02-22,45,Cash
9364,37,Clothing,455.58,8,2023-12-03,54,Cash
9365,92,Sports,414.73,9,2023-09-01,47,Cash
9366,60,Groceries,491.7,3,2023-05-19,26,Debit Card
9367,31,Home Goods,293.29,8,2023-08-02,66,Credit Card
9368,11,Home Goods,481.12,5,2023-01-10,64,Credit Card
9369,87,Books,159.42,4,2023-03-27,43,Debit Card
9370,2,Groceries,216.54,9,2023-10-05,38,Cash
9371,27,Sports,204.06,7,2023-04-15,21,Debit Card
9372,99,Books,33.21,4,2023-03-21,34,Online Payment
9373,2,Books,416.56,5,2023-07-12,51,Credit Card
9374,21,Books,22.11,5,2023-03-17,46,Credit Card
9375,58,Electronics,367.64,2,2023-08-06,36,Debit Card
9376,5,Electronics,209.46,5,2023-06-03,62,Cash
9377,52,Clothing,13.06,3,2023-09-06,51,Credit Card
9378,45,Sports,152.07,5,2023-01-24,26,Cash
9379,85,Home Goods,179.6,1,2023-12-10,28,Cash
9380,93,Home Goods,482.7,8,2023-11-09,31,Credit Card
9381,20,Clothing,333.93,9,2023-12-11,45,Online Payment
9382,61,Home Goods,276.35,9,2023-01-22,59,Cash
9383,38,Books,72.25,8,2023-09-21,54,Debit Card
9384,20,Clothing,201.64,2,2023-06-07,36,Cash
9385,25,Clothing,27.52,2,2023-10-15,57,Debit Card
9386,2,Groceries,383.23,5,2023-01-13,61,Credit Card
